X,y
0.749080237694725,7.334287781322345
1.9014286128198323,10.40527848799363
1.4639878836228102,9.483724427403931
1.1973169683940732,6.604381990581327
0.31203728088487304,5.716439954817107
0.3119890406724053,6.293079693528962
0.11616722433639892,6.826395717750713
1.7323522915498704,9.678786656375964
1.2022300234864176,7.798196467566066
1.416145155592091,8.746678423191737
0.041168988591604894,6.038909083476889
1.9398197043239886,11.14821022263165
1.6648852816008435,9.464895641035492
0.4246782213565523,6.787302097183012
0.36364993441420124,6.188027352590644
0.36680901970686763,7.069072049653492
0.6084844859190754,6.123400363879874
1.0495128632644757,7.820876443195659
0.8638900372842315,7.199561958720537
0.5824582803960838,5.283859893056133
1.223705789444759,8.967237645398852
0.27898772130408367,6.09801843609214
0.5842892970704363,6.757981347853771
0.7327236865873834,6.963583926387003
0.9121399684340719,6.321049163251801
1.5703519227860272,9.290410445592721
0.39934756431671947,5.855328176423389
1.0284688768272232,7.28312936126005
1.184829137724085,8.393201701506245
0.09290082543999545,5.682753333134524
1.2150897038028767,10.53145501261916
0.34104824737458306,6.197722554955589
0.13010318597055903,5.647859948634442
1.8977710745066665,10.618867307753833
1.9312640661491187,8.875020983148314
1.6167946962329223,9.82387021324955
0.6092275383467414,6.8879128249812505
0.19534422801276774,8.049274796523589
1.3684660530243138,8.913037194291817
0.8803049874792026,7.94246230477122
0.24407646968955765,5.697517639363429
0.9903538202225404,6.802383423048089
0.06877704223043679,6.349153941206331
1.8186408041575641,11.207855445159465
0.5175599632000338,7.343711836643148
1.325044568707964,8.065746251329152
0.6234221521788219,8.273060767472565
1.0401360423556216,6.718557064274584
1.0934205586865593,8.867118769859948
0.3697089110510541,8.299582358963141
1.9391692555291171,9.826971441456662
1.550265646722229,9.084499210563916
1.8789978831283782,10.736645014472776
1.7896547008552977,9.865488448449694
1.1957999576221703,7.036736441800379
1.8437484700462337,10.59980838494473
0.176985004103839,4.468651298585412
0.3919657248382904,6.649489605150053
0.09045457782107613,4.351939499229426
0.6506606615265287,8.501916389597126
0.777354579378964,6.548810445800655
0.5426980635477918,6.3060326744377
1.6574750183038587,10.785942272281245
0.7135066533871786,5.9096556437275805
0.5618690193747615,6.913066992728415
1.085392166316497,9.563319253231917
0.2818484499495253,4.238062115287349
1.6043939615080793,9.997815743056542
0.14910128735954165,5.707186656327049
1.9737738732010346,11.703144491380414
1.5444895385933148,8.396517904901863
0.3974313630683448,4.871837476120758
0.011044234247204798,5.555074268358512
1.6309228569096683,10.18975324396219
1.4137146876952342,9.491636913431579
1.4580143360819746,9.720491217742898
1.5425406933718915,8.947597358537184
0.14808930346818072,5.676521607565546
0.7169314570885452,7.443866844564317
0.23173811905025943,4.98086293912441
1.726206851751187,12.044395066398318
1.2465962536551158,9.213621681877134
0.6617960497052984,5.794084651913247
0.12711670057204727,6.037903710349971
0.6219646434313244,5.891212260066652
0.6503666440534941,7.738184535902934
1.4592123566761281,10.536232649035789
1.2751149427104262,8.004662509779568
1.774425485152653,11.286652584702281
0.9444298503238986,8.246070477908194
0.2391884918766034,6.5396256356243
1.42648957444599,11.176261705991918
1.5215700972337949,9.319322175698515
1.1225543951389925,7.613927021059487
1.541934359909122,8.736288650101843
0.9875911927287815,7.146963293220907
1.0454656587639881,8.05929526687786
0.8550820367170993,7.906398084967942
0.05083825348819038,5.429205559794591
0.2157828539866089,6.474531810995851
