X1,X2,X3,X4,X5,y
-2.250270118716883,-1.6461348837657515,1.4365699026617604,-0.9720407544891843,1.643378155804534,2
-1.785268986386418,-0.5659717958654309,1.346474779068655,-1.806296515065489,-1.1761733365547806,2
1.589542274190106,0.7966306755319997,-1.3284537855264285,-2.148804037117022,-0.8319549174944512,1
1.8329426155722395,-0.284233834991259,-1.9077320184072322,-1.4251742486180896,1.3183023248526693,0
1.0124384491999554,0.08076137965980679,-0.9983049581703121,-1.2937936816295474,-0.9162741005637249,0
1.1640233782997662,1.7808248394174977,-0.45035307827725357,-0.27285769534399407,-0.049029340838036735,1
1.8812372022836423,-0.8257354896559844,-2.1439353101480307,-1.297454748826196,-0.36146276669398575,0
0.8410135713849072,-1.0285476840987464,-1.225741292805134,-0.9728560844307522,1.2769653860881878,0
0.12764063126362202,-2.1448511244861708,-0.9300621825575531,-0.34882742766811203,-0.5938114080687051,0
0.8554917493825793,-0.663648658363934,-1.105883706109914,-0.9854510599082793,0.4535087125544674,0
-2.1477609152450334,-0.3952037094481383,1.7222274132098194,-2.215819542677597,0.5531491563792091,2
0.17534959484628654,-2.407374161936458,-1.0795119109355544,-0.4805679826923097,-0.5555467794868666,0
1.483059554560373,1.7305797917049925,-0.8132208593274683,-1.0044152122396766,0.6870657958589163,1
0.35761104607949024,-0.9820865310827187,-0.7438430646379466,-0.7672104130886643,-0.37231905293792283,0
1.3718819457422122,0.9880360159399335,-1.0125495119946102,-1.4824721007199853,0.46654531145012695,1
0.5227537304080639,0.018634204484507588,-0.5928334997892523,-1.7591051253212444,-0.6273134459513029,1
0.8592275452783246,1.1191367521908775,-0.4487223046095658,-0.9052486323004695,0.16048962397348007,1
2.1370525428692386,1.548329873974357,-1.582597556044406,-2.446857407844975,1.1535903433169254,1
-1.5956595236269993,-1.278026464333393,0.9523366386452158,-1.0947150202803129,-2.0755880090785332,1
1.4227991502650217,0.12649323990899375,-1.3700610670910582,-1.3732388152011412,1.1590740649558977,0
-0.8717284017804663,-0.8220116168032291,0.44864733838982696,-1.0113450863417295,0.5825713188088052,2
0.03835503634876525,1.335713686728592,0.45500034892004865,-0.005317441526907607,0.2927154821418534,1
1.9748965069476534,-0.9796337105738849,-2.2868557848160282,-1.2782191298956973,0.058984221589597374,0
0.016470554597632914,0.8810394475353831,0.34918838917946315,0.6429071245439106,-0.09791524644290406,1
0.7803861650614762,-1.4514779587544766,-1.3184006410211113,-0.8746890102984259,-0.5865312695639355,0
0.3842790841227255,0.7601226156851537,-0.2551606851765732,-2.779412720761586,-0.1643352058853912,2
0.9911757362317104,1.2035140147016805,-0.47892765956601996,0.0781485545921039,-0.08371795984921201,1
3.025511404907888,0.24440331801807158,-2.8630403953033996,-1.979986211135612,-0.8617030702562581,0
0.6180915580639812,0.9150076405899892,-0.26800802576473376,-0.4239093870436864,-0.5639474880582432,1
-0.2218556266402718,0.3535635927741767,0.18854386764271094,-2.3571014350178716,-0.3494393272169559,2
0.02514438272049957,-0.34222935576237523,-0.2157927215581955,-1.0522204271026412,0.73463754545933,1
2.332075939092225,-1.0352435409541374,-2.6544906052855293,-1.4894197032245478,0.19613145902390733,0
-3.2407869989190567,-1.154912300427036,2.4747902128485864,-2.0526857078914826,-0.9938626748348534,2
0.3560923203779748,0.2698855822766201,-0.2512827332806732,-0.28023909835903704,-0.07744346072599365,1
1.1587722966402492,1.5262638299762754,-0.546761225411179,-0.3948921178386344,0.8721970000729778,1
1.7049583855926547,-1.058548273598618,-2.0576068706526307,-1.1837984976170475,0.13429649724779288,0
0.8315807163438157,0.0395915478164488,-0.8356779609925433,-1.1556647805540718,0.8347513263248821,0
2.345454243818026,2.228061277072935,-1.6193922525098772,-3.9032833703781113,0.7510994545073101,2
1.017014180977279,2.302850554285671,-0.0902197419606674,0.2142879231785222,0.8407344821295493,1
1.8055234707170942,0.8843490168802364,-1.558037848900277,-3.098490202998776,0.9040175547613144,1
1.9776718788946432,1.2950284174963091,-1.497151372124887,-1.9777217439138424,0.0516609768510798,1
1.838294779234542,1.5346495918684226,-1.2636034575458293,-1.7376672380324298,1.1945922205137307,1
0.5385371477290166,-1.0352403109268087,-0.8802670503199448,0.05995454437195469,-0.08606969279089306,2
0.47824954832451594,-1.506132185405677,-1.048767274557186,-0.7586072288867346,-0.7076258948220261,0
-0.3249860332429374,-0.27686217862441476,0.09272839165634417,-1.7296703297453595,0.1755362295785979,2
0.412756595472377,0.4137404050075013,-0.2878435145472825,-0.8582462778732766,0.5002404694365699,1
0.25737171737266795,0.9897539193403143,0.10332153616410131,-0.31804714845901627,-0.23596998721097162,1
0.8583928426974996,1.8927648624213322,-0.11880522878555677,-0.19816375984124246,0.5114995753618614,1
-2.8363086863403066,-2.481834908338079,1.7456719920493158,0.11526009387483271,-1.2644984069549656,2
0.8365137344472192,1.0274573547294765,-0.4667911085539411,-0.9937041193000448,1.1013229577357622,1
